47	66	2	62
135	29	2	28
100	107	2	108
3	9	2	9
53	107	2	109
43	127	2	127
95	106	2	106
140	53	2	56
49	152	2	155
44	19	2	20
36	77	2	80
127	16	2	14
115	171	2	170
132	72	2	76
123	174	2	172
16	57	2	57
67	141	2	138
10	151	2	148
23	107	2	110
66	162	2	162
43	111	2	108
94	162	2	163
46	2	2	3
37	146	2	142
20	60	2	59
145	76	2	73
111	158	2	158
35	27	2	27
27	184	2	182
31	16	2	13
69	174	2	174
129	35	2	35
46	21	2	21
111	163	2	165
91	151	2	149
38	69	2	70
5	131	2	128
94	22	2	22
84	7	2	11
65	97	2	97
14	193	2	196
49	22	2	22
91	191	2	188
36	16	2	16
32	38	2	39
63	155	2	155
136	196	2	196
17	6	2	2
111	89	2	90
4	196	2	192
46	112	2	116
128	23	2	25
29	6	2	5
101	146	2	145
35	27	2	29
42	6	2	5
57	45	2	46
36	56	2	52
143	42	2	44
79	87	2	87
99	99	2	98
20	48	2	50
23	41	2	38
70	182	2	184
99	84	2	83
138	192	2	194
113	116	2	115
137	67	2	67
88	7	2	10
22	141	2	141
34	97	2	100
20	183	2	182
41	152	2	153
72	16	2	16
102	152	2	152
128	115	2	116
39	10	2	8
120	72	2	76
91	117	2	121
57	94	2	96
138	46	2	45
129	175	2	173
30	41	2	41
38	119	2	120
125	17	2	21
7	127	2	130
64	71	2	70
46	36	2	34
96	167	2	168
19	187	2	190
141	134	2	136
133	146	2	145
107	106	2	105
104	39	2	39
78	67	2	68
31	181	2	179
63	178	2	181
27	128	2	127
120	176	2	173
116	174	2	173
111	99	2	97
102	96	2	92
14	60	2	57
49	136	2	133
94	47	2	51
115	182	2	182
108	161	2	161
52	106	2	103
55	166	2	166
58	76	2	74
113	176	2	174
90	41	2	39
99	15	2	14
41	101	2	97
72	111	2	109
140	124	2	122
88	162	2	164
35	166	2	163
89	161	2	159
67	122	2	126
75	154	2	154
91	37	2	41
26	189	2	189
97	61	2	57
145	17	2	19
44	70	2	71
91	171	2	168
50	14	2	14
87	138	2	140
21	195	2	192
116	163	2	166
15	104	2	103
133	177	2	178
103	32	2	34
46	176	2	174
54	87	2	89
23	176	2	175
35	31	2	27
114	187	2	190
64	167	2	168
115	36	2	36
65	46	2	45
26	158	2	158
60	6	2	6
55	176	2	174
30	181	2	180
79	127	2	127
94	42	2	44
117	38	2	38
12	26	2	24
10	72	2	72
31	142	2	146
106	186	2	185
52	22	2	24
63	15	2	14
24	7	2	8
104	48	2	50
134	39	2	41
103	66	2	65
133	21	2	17
122	25	2	22
21	55	2	52
143	26	2	23
82	92	2	95
40	6	2	4
12	62	2	64
8	100	2	98
44	70	2	67
23	187	2	190
66	142	2	146
19	42	2	46
113	87	2	91
129	144	2	146
98	90	2	90
61	142	2	145
124	2	2	5
30	62	2	63
7	157	2	161
93	93	2	96
145	102	2	106
66	182	2	186
114	67	2	69
113	127	2	129
145	91	2	90
84	182	2	184
68	190	2	191
44	188	2	188
56	95	2	92
40	152	2	153
72	81	2	81
124	167	2	171
139	57	2	59
9	124	2	123
79	62	2	66
115	112	2	113
124	171	2	170
86	28	2	30
82	76	2	76
80	70	2	70
99	23	2	22
92	105	2	106
64	71	2	69
69	89	2	88
47	191	2	191
51	48	2	51
108	142	2	143
31	81	2	78
86	34	2	34
40	41	2	39
7	137	2	138
124	167	2	167
87	179	2	180
77	77	2	80
20	173	2	172
20	23	2	24
21	173	2	173
108	92	2	94
26	75	2	72
83	92	2	92
97	91	2	91
101	22	2	25
59	186	2	184
54	136	2	133
60	137	2	139
108	6	2	2
44	169	2	168
26	165	2	162
93	45	2	42
73	32	2	33
22	176	2	175
66	96	2	95
48	22	2	25
76	126	2	123
140	70	2	71
120	12	2	16
12	57	2	60
73	76	2	76
90	91	2	90
124	77	2	78
79	27	2	31
83	192	2	192
136	42	2	45
16	142	2	146
89	12	2	12
97	41	2	38
53	161	2	158
108	156	2	153
98	28	2	27
127	92	2	93
122	43	2	44
109	116	2	113
97	121	2	119
97	67	2	70
103	32	2	35
38	70	2	67
47	46	2	43
109	101	2	97
59	6	2	5
106	72	2	76
36	92	2	96
139	27	2	28
15	73	2	72
30	151	2	149
21	99	2	97
84	12	2	16
81	45	2	43
120	46	2	45
58	87	2	91
47	56	2	52
5	156	2	155
100	21	2	21
16	141	2	139
63	55	2	54
100	131	2	129
120	151	2	150
37	191	2	188
82	152	2	153
32	178	2	177
46	191	2	191
127	177	2	180
40	36	2	32
69	114	2	112
5	27	2	28
58	117	2	118
19	36	2	36
89	61	2	57
15	44	2	45
142	91	2	91
75	34	2	32
37	71	2	70
83	167	2	168
140	108	2	107
57	130	2	128
27	128	2	129
99	129	2	130
21	85	2	83
15	169	2	171
41	71	2	71
122	48	2	49
145	171	2	170
119	71	2	70
35	71	2	67
62	94	2	96
43	171	2	168
77	51	2	48
102	111	2	109
132	22	2	22
26	79	2	78
140	19	2	20
130	196	2	193
125	161	2	157
58	177	2	179
50	29	2	31
57	164	2	164
65	141	2	137
35	166	2	164
108	117	2	119
129	69	2	67
62	140	2	140
114	11	2	11
144	151	2	150
17	37	2	40
142	141	2	141
121	141	2	139
58	127	2	131
53	127	2	131
144	161	2	159
104	33	2	34
63	135	2	134
26	30	2	30
73	67	2	69
18	31	2	28
97	101	2	97
97	32	2	32
93	110	2	108
14	139	2	140
26	153	2	153
82	171	2	167
14	60	2	59
106	76	2	72
55	97	2	101
84	132	2	133
45	25	2	26
93	98	2	98
102	182	2	186
138	61	2	61
10	186	2	186
15	133	2	132
28	92	2	96
31	32	2	34
106	116	2	113
93	150	2	150
76	171	2	171
62	133	2	133
48	56	2	55
31	81	2	79
54	131	2	131
89	151	2	150
60	137	2	137
106	122	2	122
82	101	2	100
23	86	2	83
114	61	2	59
26	169	2	168
127	72	2	74
131	36	2	36
68	174	2	174
117	15	2	14
45	80	2	77
93	29	2	29
95	166	2	163
41	157	2	158
38	48	2	49
69	160	2	158
57	168	2	170
90	121	2	117
55	186	2	185
15	194	2	194
21	88	2	89
104	70	2	68
79	17	2	19
121	16	2	15
57	168	2	171
142	121	2	119
116	103	2	103
101	192	2	193
86	74	2	76
6	101	2	97
85	66	2	63
139	97	2	98
89	86	2	86
47	137	2	141
80	89	2	90
88	126	2	124
17	86	2	83
115	72	2	74
61	51	2	51
90	157	2	158
20	134	2	133
24	32	2	34
108	176	2	172
132	12	2	15
90	91	2	91
25	91	2	91
78	42	2	46
95	62	2	65
23	192	2	195
129	154	2	152
96	137	2	141
91	182	2	183
20	65	2	62
109	191	2	191
55	72	2	72
13	32	2	35
19	142	2	144
9	20	2	19
58	56	2	55
54	46	2	46
52	182	2	184
54	42	2	42
55	57	2	58
54	146	2	145
83	42	2	44
62	45	2	44
137	86	2	86
72	177	2	177
10	121	2	118
138	166	2	165
139	56	2	55
30	87	2	87
43	36	2	32
20	75	2	76
101	16	2	14
12	162	2	164
141	144	2	142
100	122	2	124
135	119	2	118
17	57	2	59
66	26	2	23
85	51	2	51
43	112	2	116
100	77	2	80
76	66	2	62
116	15	2	14
51	40	2	41
54	122	2	124
77	126	2	122
43	157	2	160
17	92	2	93
114	56	2	54
