3	58	2	60
54	31	2	30
46	72	2	72
32	3	2	4
62	79	2	79
36	27	2	27
92	78	2	81
53	42	2	44
34	121	2	119
43	46	2	44
85	72	2	75
16	31	2	28
83	131	2	129
56	25	2	25
24	42	2	46
51	25	2	22
55	132	2	134
46	42	2	42
44	5	2	4
4	67	2	70
70	22	2	25
18	112	2	116
43	97	2	100
41	121	2	118
17	101	2	97
98	113	2	116
10	17	2	17
5	112	2	115
95	37	2	38
5	101	2	97
54	27	2	28
11	121	2	121
15	80	2	77
36	11	2	10
9	99	2	97
75	105	2	104
63	18	2	19
29	131	2	127
88	81	2	77
74	65	2	63
63	143	2	144
42	32	2	36
82	97	2	97
8	23	2	26
98	80	2	77
24	61	2	60
13	82	2	85
69	70	2	68
5	21	2	18
14	90	2	91
3	65	2	66
86	133	2	133
49	97	2	101
55	16	2	13
87	128	2	129
85	52	2	55
93	69	2	67
58	2	2	5
65	82	2	85
54	22	2	22
84	71	2	68
5	146	2	145
45	114	2	113
83	102	2	106
24	57	2	58
42	61	2	60
85	116	2	114
62	8	2	7
25	57	2	60
75	53	2	56
3	44	2	44
96	76	2	74
5	136	2	135
32	19	2	18
10	31	2	30
80	35	2	35
72	46	2	42
19	46	2	46
23	46	2	43
67	51	2	48
79	137	2	141
24	116	2	115
4	86	2	83
23	76	2	73
90	22	2	24
74	133	2	134
85	67	2	68
52	12	2	13
3	115	2	115
34	42	2	44
67	46	2	46
16	126	2	126
62	120	2	117
40	36	2	36
92	105	2	103
52	122	2	123
75	80	2	79
24	122	2	126
22	127	2	131
19	7	2	8
72	101	2	101
27	40	2	40
81	89	2	87
86	78	2	77
3	20	2	17
54	71	2	68
3	129	2	128
97	91	2	91
62	123	2	125
69	9	2	10
16	37	2	37
76	141	2	140
22	57	2	60
33	19	2	18
86	58	2	61
63	50	2	49
68	128	2	129
24	66	2	62
65	66	2	65
14	108	2	111
97	72	2	75
74	15	2	16
67	107	2	108
49	77	2	81
74	13	2	15
78	131	2	131
41	122	2	122
70	47	2	50
21	69	2	67
27	84	2	86
65	97	2	98
95	146	2	142
77	92	2	94
43	22	2	25
76	107	2	108
75	88	2	90
4	32	2	32
65	141	2	138
21	128	2	128
7	17	2	21
11	126	2	122
41	96	2	92
36	82	2	86
66	36	2	33
86	90	2	87
90	127	2	129
3	39	2	40
55	142	2	144
15	58	2	60
52	77	2	80
85	62	2	62
5	142	2	145
22	111	2	110
21	128	2	128
16	16	2	14
90	2	2	3
69	5	2	5
51	79	2	77
47	117	2	120
83	87	2	89
13	122	2	123
8	93	2	92
64	32	2	33
60	106	2	105
85	96	2	94
52	81	2	79
44	104	2	103
31	36	2	32
59	122	2	124
17	107	2	110
10	142	2	143
46	112	2	115
70	37	2	38
83	142	2	146
33	45	2	46
63	44	2	46
12	92	2	92
47	146	2	144
12	7	2	8
46	46	2	46
90	66	2	62
20	10	2	10
98	98	2	100
78	17	2	19
29	101	2	97
32	108	2	111
61	107	2	107
98	60	2	57
9	70	2	68
26	49	2	49
53	97	2	100
44	65	2	66
88	32	2	34
7	21	2	21
79	37	2	41
47	142	2	143
34	57	2	60
22	72	2	76
18	11	2	9
86	55	2	56
30	76	2	72
47	132	2	136
22	92	2	93
80	100	2	99
94	126	2	126
49	106	2	106
57	93	2	95
42	76	2	74
62	99	2	100
62	50	2	51
47	52	2	55
88	51	2	47
38	63	2	64
53	87	2	91
53	137	2	141
86	95	2	92
63	73	2	73
55	127	2	131
49	142	2	143
25	22	2	26
35	32	2	35
34	66	2	64
9	8	2	8
93	123	2	122
25	52	2	53
81	88	2	87
53	27	2	29
18	36	2	32
87	79	2	78
98	19	2	19
62	120	2	118
6	7	2	11
46	16	2	13
24	81	2	78
6	107	2	108
56	95	2	94
34	81	2	77
73	32	2	33
68	79	2	79
41	96	2	92
80	8	2	9
66	72	2	74
68	38	2	39
39	74	2	75
12	37	2	38
25	87	2	89
96	92	2	93
73	46	2	42
83	57	2	61
33	10	2	7
44	80	2	81
13	26	2	23
97	67	2	70
42	86	2	86
70	47	2	49
98	40	2	40
40	16	2	15
77	101	2	100
44	123	2	126
7	142	2	142
94	106	2	106
25	31	2	31
23	67	2	71
32	119	2	117
75	43	2	43
76	41	2	38
9	124	2	124
19	76	2	75
37	46	2	42
16	131	2	131
93	94	2	92
3	100	2	99
17	142	2	143
16	137	2	140
21	64	2	66
43	97	2	98
59	72	2	75
71	51	2	48
82	91	2	88
97	27	2	30
34	117	2	119
31	131	2	128
73	91	2	87
10	56	2	52
55	6	2	5
84	96	2	95
90	21	2	19
92	59	2	59
14	28	2	31
55	96	2	95
76	91	2	87
73	27	2	28
6	127	2	131
61	66	2	62
46	61	2	60
9	53	2	55
61	11	2	8
73	97	2	98
87	3	2	3
17	77	2	77
46	41	2	40
32	114	2	112
10	127	2	130
90	141	2	141
24	122	2	126
69	130	2	129
68	138	2	140
43	131	2	129
38	20	2	21
56	110	2	109
63	45	2	46
7	117	2	121
63	5	2	4
85	121	2	118
14	20	2	19
73	37	2	41
40	2	2	6
29	131	2	129
17	132	2	133
33	23	2	24
73	96	2	93
56	99	2	100
35	77	2	81
74	19	2	21
61	107	2	108
47	22	2	25
87	49	2	50
6	117	2	118
51	34	2	33
47	26	2	24
87	120	2	118
10	52	2	56
28	81	2	80
58	102	2	104
52	11	2	7
48	36	2	36
53	36	2	35
71	72	2	75
41	106	2	106
93	85	2	85
86	130	2	131
20	119	2	120
85	102	2	105
41	111	2	107
30	82	2	84
46	27	2	31
91	67	2	68
53	81	2	81
15	105	2	105
14	124	2	126
