12	31	2	31
20	24	2	25
17	11	2	11
13	21	2	19
17	11	2	8
8	4	2	2
13	12	2	15
7	21	2	18
10	17	2	17
3	8	2	9
9	24	2	24
14	14	2	14
19	2	2	5
17	27	2	31
9	30	2	27
20	13	2	13
6	17	2	21
7	31	2	30
17	17	2	18
3	9	2	8
6	16	2	15
5	22	2	22
3	13	2	16
3	13	2	15
9	28	2	27
4	11	2	8
13	27	2	30
9	25	2	24
8	8	2	11
19	11	2	8
6	7	2	7
10	12	2	16
10	21	2	20
16	12	2	16
20	24	2	22
11	7	2	11
17	22	2	22
11	17	2	20
17	17	2	19
7	27	2	30
15	28	2	31
6	21	2	17
12	12	2	15
19	2	2	2
6	7	2	11
12	26	2	23
11	11	2	10
6	12	2	14
6	11	2	10
14	5	2	6
18	22	2	24
8	25	2	22
12	21	2	21
7	21	2	21
16	31	2	30
9	29	2	31
13	27	2	28
8	15	2	15
10	12	2	12
5	6	2	4
